timestamp,close,high,low
2026-04-30 20:00:00,76313.0,76525.9,76161.8
2026-05-01 00:00:00,77090.7,77395.2,76284.2
2026-05-01 04:00:00,77106.5,77171.7,76838.3
2026-05-01 08:00:00,77438.5,77582.6,77027.8
2026-05-01 12:00:00,78454.4,78900.0,77400.0
2026-05-01 16:00:00,78375.1,78671.7,78104.5
2026-05-01 20:00:00,78235.3,78418.0,77773.6
2026-05-02 00:00:00,78421.8,78509.0,78181.3
2026-05-02 04:00:00,78205.0,78436.9,78045.0
2026-05-02 08:00:00,78134.9,78390.0,78105.0
2026-05-02 12:00:00,78473.6,78473.6,78120.0
2026-05-02 16:00:00,78485.4,78567.5,78303.2
2026-05-02 20:00:00,78660.0,79140.0,78430.0
2026-05-03 00:00:00,78180.0,78764.8,78099.9
2026-05-03 04:00:00,78360.1,78441.9,78078.7
2026-05-03 08:00:00,78649.3,78837.1,78352.9
2026-05-03 12:00:00,78652.4,78883.2,78586.1
2026-05-03 16:00:00,78743.6,78825.0,78566.8
2026-05-03 20:00:00,78547.4,79400.0,78489.2
2026-05-04 00:00:00,80299.4,80442.5,78267.0
2026-05-04 04:00:00,79689.7,80597.2,79485.2
2026-05-04 08:00:00,78787.7,79912.7,78209.2
2026-05-04 12:00:00,80024.3,80517.9,78510.0
2026-05-04 16:00:00,80043.4,80770.7,79624.6
2026-05-04 20:00:00,79843.7,80397.7,79743.1
2026-05-05 00:00:00,80879.3,81064.0,79808.0
2026-05-05 04:00:00,80858.9,81303.3,80713.1
2026-05-05 08:00:00,81021.5,81080.2,80520.0
2026-05-05 12:00:00,81535.9,81708.9,80939.4
2026-05-05 16:00:00,81601.0,81659.0,81066.7
2026-05-05 20:00:00,80900.8,81765.8,80794.7
2026-05-06 00:00:00,81577.7,81771.8,80728.1
2026-05-06 04:00:00,81344.1,81641.4,81057.6
2026-05-06 08:00:00,82502.1,82790.9,81321.7
2026-05-06 12:00:00,81700.1,82519.1,81149.2
2026-05-06 16:00:00,81471.5,81871.8,81200.1
2026-05-06 20:00:00,81438.0,81700.0,81000.0
2026-05-07 00:00:00,80825.2,81468.2,80820.4
2026-05-07 04:00:00,81510.7,81705.0,80750.0
2026-05-07 08:00:00,80864.9,81585.9,80585.6
2026-05-07 12:00:00,79860.0,81174.7,79720.7
2026-05-07 16:00:00,80129.4,80281.3,79500.0
2026-05-07 20:00:00,80011.5,80352.4,79368.7
2026-05-08 00:00:00,79565.7,80113.1,79168.1
2026-05-08 04:00:00,79666.8,79743.9,79233.8
2026-05-08 08:00:00,80219.5,80300.0,79652.1
2026-05-08 12:00:00,80114.9,80465.8,79529.9
2026-05-08 16:00:00,80156.6,80267.0,79730.0
2026-05-08 20:00:00,80196.9,80400.0,80075.7
2026-05-09 00:00:00,80391.4,80522.7,80124.0
2026-05-09 04:00:00,80216.7,80653.8,80132.4
2026-05-09 08:00:00,80324.2,80423.3,80175.5
2026-05-09 12:00:00,80518.8,80584.3,80243.1
2026-05-09 16:00:00,80938.3,81050.0,80488.8
2026-05-09 20:00:00,80670.1,80937.0,80615.1
2026-05-10 00:00:00,80762.1,80844.8,80561.3
2026-05-10 04:00:00,80728.0,80819.1,80634.8
2026-05-10 08:00:00,80793.0,80954.1,80666.9
2026-05-10 12:00:00,81400.0,81400.0,80773.8
2026-05-10 16:00:00,81400.2,81533.1,81134.0
2026-05-10 20:00:00,82171.8,82436.6,80301.0
2026-05-11 00:00:00,80712.7,82345.1,80508.3
2026-05-11 04:00:00,80716.8,80995.4,80619.6
2026-05-11 08:00:00,81151.8,81183.1,80600.0
2026-05-11 12:00:00,81398.4,81409.2,80421.5
2026-05-11 16:00:00,81942.5,82100.0,81330.0
2026-05-11 20:00:00,81730.5,82066.6,81587.7
2026-05-12 00:00:00,81028.2,81760.4,80700.0
2026-05-12 04:00:00,80850.0,81282.4,80789.1
2026-05-12 08:00:00,80755.4,80931.2,80479.3
2026-05-12 12:00:00,80332.9,80973.3,80168.5
2026-05-12 16:00:00,80807.9,80841.0,79844.4
2026-05-12 20:00:00,80492.3,80872.7,80415.7
2026-05-13 00:00:00,81215.5,81255.6,80400.0
2026-05-13 04:00:00,81004.7,81244.1,80877.0
2026-05-13 08:00:00,80474.0,81277.0,80468.7
2026-05-13 12:00:00,78780.1,80551.1,78758.6
2026-05-13 16:00:00,79616.3,79774.1,78720.9
2026-05-13 20:00:00,79292.1,79722.9,79197.9
2026-05-14 00:00:00,79008.6,79664.9,78901.6
2026-05-14 04:00:00,79725.4,79935.4,78946.9
2026-05-14 08:00:00,79245.3,79882.8,79214.6
2026-05-14 12:00:00,81299.9,81300.0,79207.5
2026-05-14 16:00:00,81421.0,82017.4,81091.2
2026-05-14 20:00:00,81070.1,81594.7,81038.0
2026-05-15 00:00:00,81071.1,81646.5,80750.0
2026-05-15 04:00:00,80814.9,81075.3,80276.8
2026-05-15 08:00:00,80615.2,80822.2,80363.6
2026-05-15 12:00:00,79131.6,80628.1,78620.0
2026-05-15 16:00:00,79103.8,79509.8,79034.2
2026-05-15 20:00:00,79062.5,79178.4,78843.2
2026-05-16 00:00:00,79022.5,79175.0,78971.6
2026-05-16 04:00:00,78343.8,79079.7,78031.1
2026-05-16 08:00:00,78048.2,78476.5,77624.4
2026-05-16 12:00:00,78208.8,78296.0,77800.0
2026-05-16 16:00:00,78233.1,78316.7,78110.6
2026-05-16 20:00:00,78122.8,78275.3,78106.4
2026-05-17 00:00:00,77974.3,78203.4,77700.1
2026-05-17 04:00:00,78146.3,78274.9,77973.6
2026-05-17 08:00:00,78381.9,78579.1,77991.8
2026-05-17 12:00:00,78015.9,78508.0,77829.6
2026-05-17 16:00:00,78384.0,78420.2,77829.7
2026-05-17 20:00:00,77410.0,78420.0,76642.3
2026-05-18 00:00:00,76884.5,77439.7,76652.4
2026-05-18 04:00:00,77021.5,77037.2,76561.0
2026-05-18 08:00:00,77245.2,77350.7,76634.2
2026-05-18 12:00:00,76341.5,77745.5,76020.8
2026-05-18 16:00:00,76835.8,76946.4,76099.9
2026-05-18 20:00:00,76946.5,77160.0,76736.8
2026-05-19 00:00:00,76713.8,77336.2,76391.6
2026-05-19 04:00:00,77175.5,77200.0,76600.0
2026-05-19 08:00:00,76645.6,77234.2,76580.2
2026-05-19 12:00:00,76450.2,76997.1,76093.6
2026-05-19 16:00:00,76739.2,77004.5,76344.2
2026-05-19 20:00:00,76756.3,76976.3,76600.0
2026-05-20 00:00:00,76652.8,76834.6,76459.6
2026-05-20 04:00:00,77209.4,77373.3,76611.0
2026-05-20 08:00:00,77303.0,77574.3,77127.6
2026-05-20 12:00:00,77379.3,77750.0,76819.0
2026-05-20 16:00:00,77598.2,77633.7,76941.1
2026-05-20 20:00:00,77479.4,77696.0,77152.7
2026-05-21 00:00:00,77998.4,78070.0,77457.5
2026-05-21 04:00:00,77811.5,78078.0,77457.5
2026-05-21 08:00:00,77108.1,78100.0,77067.6
2026-05-21 12:00:00,77181.4,77317.6,76652.5
2026-05-21 16:00:00,77612.9,78000.0,76949.6
2026-05-21 20:00:00,77549.7,77736.1,77462.9
2026-05-22 00:00:00,77704.3,77736.3,77262.0
2026-05-22 04:00:00,77339.1,77809.9,77211.5
2026-05-22 08:00:00,77330.0,77453.8,77095.4
2026-05-22 12:00:00,76702.0,77495.3,76500.0
2026-05-22 16:00:00,75768.8,76993.5,75580.0
2026-05-22 20:00:00,75456.5,76006.9,75288.0
2026-05-23 00:00:00,75544.7,75576.1,75136.4
2026-05-23 04:00:00,74505.8,75564.9,74209.4
2026-05-23 08:00:00,74730.9,74772.1,74273.3
2026-05-23 12:00:00,75421.5,75617.4,74581.6
2026-05-23 16:00:00,75895.1,75900.0,75283.9
2026-05-23 20:00:00,76670.1,77308.2,75866.3
2026-05-24 00:00:00,76650.1,76915.8,76552.0
2026-05-24 04:00:00,76704.1,76938.2,76562.8
2026-05-24 08:00:00,77183.9,77421.2,76631.9
2026-05-24 12:00:00,76287.8,77200.0,76127.2
2026-05-24 16:00:00,76680.6,76680.6,76287.7
2026-05-24 20:00:00,76984.9,77114.2,76020.5
2026-05-25 00:00:00,76935.2,77381.1,76833.8
2026-05-25 04:00:00,77290.6,77552.9,76915.1
2026-05-25 08:00:00,77278.6,77642.8,77195.4
2026-05-25 12:00:00,77556.6,77809.9,77218.6
2026-05-25 16:00:00,77384.6,77737.5,77300.0
2026-05-25 20:00:00,77265.9,77420.0,76975.1
2026-05-26 00:00:00,76587.7,77275.5,76393.0
2026-05-26 04:00:00,76637.1,76956.6,76512.6
2026-05-26 08:00:00,77101.1,77528.6,76500.1
2026-05-26 12:00:00,76420.6,77989.3,76158.4
2026-05-26 16:00:00,75921.7,76588.2,75647.4
2026-05-26 20:00:00,75824.0,76061.8,75555.3
2026-05-27 00:00:00,75553.6,75983.6,75506.0
2026-05-27 04:00:00,75856.2,75856.2,75200.0
2026-05-27 08:00:00,75641.8,75938.5,75610.0
2026-05-27 12:00:00,75196.6,76041.7,74650.0
2026-05-27 16:00:00,74916.7,75263.8,74528.9
2026-05-27 20:00:00,74337.1,75283.8,74121.0
2026-05-28 00:00:00,73133.1,74467.1,72960.0
2026-05-28 04:00:00,73340.8,73354.9,72615.3
2026-05-28 08:00:00,73378.5,73501.7,73080.0
2026-05-28 12:00:00,72806.3,73449.9,72470.0
2026-05-28 16:00:00,73300.7,73628.8,72605.9
2026-05-28 20:00:00,73515.7,73827.0,73140.8
2026-05-29 00:00:00,73186.3,73747.9,73072.9
2026-05-29 04:00:00,73422.3,73800.0,73100.8
2026-05-29 08:00:00,73364.0,73782.8,73235.3
2026-05-29 12:00:00,73696.4,74071.5,72362.8
2026-05-29 16:00:00,73418.0,74200.0,73099.1
2026-05-29 20:00:00,73370.7,73729.6,73227.4
2026-05-30 00:00:00,73430.2,73703.5,73312.9
2026-05-30 04:00:00,73443.1,73605.8,73131.0
2026-05-30 08:00:00,73494.5,73578.2,73398.8
2026-05-30 12:00:00,73811.4,73968.8,73486.0
2026-05-30 16:00:00,73901.1,74004.4,73705.0
2026-05-30 20:00:00,73753.7,73950.6,73686.9
2026-05-31 00:00:00,74037.6,74161.0,73751.6
